Video ID,Author,Comment,Likes,Published At
HPDI11MoU1Y,@매촴촥,물리버튼굿굿굿♡,7,2024-04-04 01:48
HPDI11MoU1Y,@THENEWK9마니아,(르노 HCB)세닉 E-TECH 일렉트릭 아이코닉 멋있다.,3,2024-04-04 13:19
HPDI11MoU1Y,@k47700,세닉 참 마음에 드는 디자인이네요 잘 만들었고 사고 싶네요ㅋ,2,2025-02-03 14:46
HPDI11MoU1Y,@고맙네김서방,이걸 내년이 아니라 지금 당장 팔아야지...ㅠㅠㅠ 조금 아쉽네요,3,2024-04-04 03:31
HPDI11MoU1Y,@PTJ9797,형 깜빡이도 함 보여주지 왜 안보여줘,3,2024-04-04 00:18
HPDI11MoU1Y,@user_tan,뒤에 류청희 선생님 ㅎㅎ 그나저나 이 좋은 컨텐츠를 그냥 날려버리는 장진택하고 영상이 차원이 다르네. 장진택은 그냥 라이브 하고 르노 안 변했다고 하고 말던데.,1,2024-04-04 00:22
HPDI11MoU1Y,@nero1163,앞에 열었을때는 내연기관처럼 뭐가 있던데 전기차인데도 어떤게 들어있는건가요? 워셔액은 당연히 있는거겠지만 다른건 감이 잘 안잡히네요 (차알못입니다),0,2025-06-22 10:58
HPDI11MoU1Y,@준용이-r4n,"내부도 현기를 뛰어넘었네!
르노 그랑콜레오스도 그렇고
요새 차 잘만드는듯 해요!",1,2024-11-12 19:08
HPDI11MoU1Y,@울타리-w9e,프랑스가 디자인은 잘하네 ㅋㅋ,8,2024-04-04 00:29
HPDI11MoU1Y,@95jisue,오늘 대구에서 위장막 차량 봤는데 실루엣이 아쁘더군요,5,2024-04-04 06:45
HPDI11MoU1Y,@SangwooYoon-j6h,"저 풀옵션, 프리미엄 버전이라는게 알핀 트림을 이야기하는 건가요...?? 요새 라팔도 그렇고, 세닉도 그렇고 르노에서 고성능 트림으로 알핀 트림을 적극 홍보하는 것 같던데요.... 군데군데 디자인도 조금 다르기도 하고요.....",0,2024-04-06 11:46
HPDI11MoU1Y,@ds1puu,차를 전시 하면서 인터넷은 연결도 안해놓네...?,2,2024-04-03 23:57
HPDI11MoU1Y,@tenor_ko,오오오 디자인 좋은데요?😮,4,2024-04-04 13:44
HPDI11MoU1Y,@ELEGIE-m9b,디자인 쥑이네,6,2024-04-04 00:23
HPDI11MoU1Y,@kairos_kdy,wltp는 좀 높게 잡는 감이 있죠 eqs 700km만 봐도 (욕하는 것은 아닙니다 주행 성향이 달라서 그런거니),1,2024-04-04 00:56
HPDI11MoU1Y,@운동직장인,"오스트랄인가 뭔가 그건 없어지고, 이게 나온거에요?",0,2024-04-04 23:50
HPDI11MoU1Y,@kyung-raelee3784,히트펌프 달리나요..?,2,2024-04-04 02:30
HPDI11MoU1Y,@geonstv9840,세닉 디자인으로 가솔린 이나 하이브리드 안나오나요?,0,2024-11-01 10:47
HPDI11MoU1Y,@JuJu-yu6wp,20:31 영상사이즈 자막 오류가 있어요 내용이끊기는건 아니지만요,0,2024-04-04 03:45
HPDI11MoU1Y,@이해린-e4f,너무 이뻐요 ^^,5,2024-04-04 10:13
HPDI11MoU1Y,@J여라,트렁크에 도대체 왜? 들어가 보는건데요. 그냥 여행용 가방 케리어를 24 하나 넣어주면 크기가 어느정도 인줄 알수 있을것 같아요.,0,2024-04-04 02:32
HPDI11MoU1Y,@pop_ccoo,XM3 하브 내부 언제 저렇게 바뀔려나,2,2024-04-04 00:44
HPDI11MoU1Y,@pbs1006,지금보니 통풍은 없는가보네요 열선버튼만 보이는데,1,2025-03-03 14:41
HPDI11MoU1Y,@엔딩88,와 썬루프 디자인 ㄷㄷㄷ,2,2024-04-07 16:41
HPDI11MoU1Y,@dragon.ash.4949,혹시 이글을 보신다면 오스트랄도 좀 제발 들여와주시면 고맙겠습니다 르노 핵심 관계자님,0,2024-04-23 04:59
HPDI11MoU1Y,@양현석-b1x,디자인은 따라 갈수 없는 아우리가 있네,2,2024-04-04 11:03
HPDI11MoU1Y,@AdriaBeck,"디자인은 참 이쁘긴 이쁘다.
프렁크가 없어서 좀 아쉽...
국내는 풀옵으로만 나온다면 대체 얼마에 내놓으려고... ㄷㄷ",1,2024-04-04 21:32
HPDI11MoU1Y,@참나-g4n,"옷이나 가방 차
모든지 브랜드는
엠블럼 부터 이뻐야 정석이지.
로장주 엠블럼 이쁘네.",1,2024-04-08 07:48
HPDI11MoU1Y,@alyciawang2892,감사 합니다,3,2024-04-04 01:26
HPDI11MoU1Y,@bino4271,차 완성도도 중요하지만 더 중요한건 as망과 확보된 부품과 안정된 수리비용,3,2024-04-04 08:13
HPDI11MoU1Y,@옹-r8q,"요즘 르노 미쳤네요 
외관 디자인이며 실내 인테리어, 시트 색상 등 고급집니다.",0,2025-04-02 15:32
HPDI11MoU1Y,@caterpie89,디자인 하나는 끝내주네요,2,2024-04-15 19:30
HPDI11MoU1Y,@ick4027,9:57 노이즈는 왜???,2,2024-04-03 23:11
HPDI11MoU1Y,@무도사배추도사1,경쟁력있는 디자인이다 멋지네 더 큰차도 만들어줘라 근데 포지션이 MPV네 뉴카렌스 단종이 아쉬웠던 내입장에서는 MPV차량이라 반갑다ㅜ 내연기관은 읎나?ㅜ,0,2024-04-21 02:14
HPDI11MoU1Y,@봄여름가을겨울-l9c,올해 국내 출시해도 신차가 없어 문제인데 국내는 내년에 출시 한다던데요.. 너무 늦어,2,2024-04-04 05:14
HPDI11MoU1Y,@tzwoo,오 갑자기 르노'코리아'라니 기대하며 선추!,13,2024-04-03 23:02
HPDI11MoU1Y,@하하-l2y1e,디자인.. 트렌디하네요🎉🎉,1,2024-04-05 06:00
HPDI11MoU1Y,@chunyuliang4370,오로라는 지리에 상위모델 즉 토요타로 말하자면 렉셔스급  기대해도 좋을듯요,0,2024-04-07 10:34
HPDI11MoU1Y,@이창호-w2v,휠 이쁘네,3,2024-04-04 06:23
HPDI11MoU1Y,@JINGU_COMPANY,파우치형 밧데리 인가요? 안전한가요?,0,2024-12-11 04:45
HPDI11MoU1Y,@박성남-v7j,전기차는 여름에나 겨울에  히터나 에어컨 틀면 밧데리 용량이 훅줄어든다는데 괜찬나요?,0,2025-04-23 08:00
HPDI11MoU1Y,@salt_sogum,캡쳐랑 조에의 빈곳을 메워줄 것 같네요..,2,2024-04-04 07:35
HPDI11MoU1Y,@ecorich70,"신형 미니 컨트리맨 전기차보다 외장, 내장 디자인이 더 나은듯. 가격이 컨트리맨 EV보다 싸다면 한번 기대해 볼만 할듯.",0,2024-04-06 09:55
HPDI11MoU1Y,@handsomeLEE-kq9pq,가솔린은 읍나요??,0,2024-04-08 17:55
HPDI11MoU1Y,@TV-or9fr,"배터리는 byd,테슬라처럼 하부내장형인가 하부에 덪대서 볼팅한걸까요?",0,2024-04-04 06:27
HPDI11MoU1Y,@starlee7773,"우앙 테일램프랑 브레이크등 너무 멋있다
Qm6 한참 타다가 기변했는데
르노 발전하는게 보이네요. 오로라진짜 기대됩니다.",1,2024-04-05 03:02
HPDI11MoU1Y,@바람과여름-o2m,좋다!,2,2024-04-04 09:17
HPDI11MoU1Y,@beradin5147,가격이 중요하겠군요,28,2024-04-03 23:36
HPDI11MoU1Y,@베네치아-k7h,"너무 멋지다.
국내출시를 해달라.❤",0,2025-03-18 07:29
HPDI11MoU1Y,@제티-v7s,멋있는데,4,2024-04-03 23:24
HPDI11MoU1Y,@allthatkim,가격은 얼마나할까요?,2,2024-04-09 00:43
HPDI11MoU1Y,@매촴촥,이런차가 찐이지 !!,8,2024-04-04 01:46
HPDI11MoU1Y,@pray4skylark,가격 얼마 인가요... 저렴 하면 사고싶긴 한데,1,2024-04-03 23:34
HPDI11MoU1Y,@tulibdodo,"실내 리뷰 시간 할당이 너무 짧으셨나보네여 ㅎㅎ
랩한용~^^

땡기는 차네요
달려보고 가격보고 두고보고~~",0,2024-04-05 12:26
HPDI11MoU1Y,@Dr.Franky.2026,대기자님 정말 열일 하시네요. 모카짱~!!,1,2024-04-04 00:15
HPDI11MoU1Y,@cotton_candy_cloud,오 👍 👍 👍 끝내준다,0,2024-04-06 13:27
HPDI11MoU1Y,@본프레레-i4x,불란서 갬성좋네요 일제인가,2,2024-04-04 01:19
HPDI11MoU1Y,@Healing-s9u,"외부는 멋진데 실내공간 활용도가 너무 좁고 아쉽다.. 직물인것도 , 센터페시아 위치랑 활용도도..",0,2024-09-27 09:51
HPDI11MoU1Y,@클락-l7c,"외부 디자인은 너무 사고 싶은 충동~
그러나 반전~ 내부 실내공간이 의외로 좁아보이는거 같네요?
흰색말고 다른 색깔로 나오면 간지 나겠는데요?!~",0,2024-04-04 15:22
HPDI11MoU1Y,@서갱-m6b,르노가 현기차를 위협할 가장 큰 회사가 되겠구만. 이미 콜레오스로 증명했으니.. 여러 차종으로 위협좀 해줬으면 좋겠다,1,2025-03-14 02:00
HPDI11MoU1Y,@ick4027,빠른 소식.....,3,2024-04-03 23:01
HPDI11MoU1Y,@Ksj99,5천 이하면 진짜 무조건 살텐데…,2,2024-04-04 04:16
HPDI11MoU1Y,@rding3149,이건 대체 언제 들어오는거지,1,2024-11-15 04:04
HPDI11MoU1Y,@WorldQuizAdventure,"현기디자인은 멀었다.;..
벤츠식 컬럼식기어도 완전 취향저격이다
르노 진짜 잘하네",0,2024-11-23 17:32
HPDI11MoU1Y,@영키-j7i,"1.뒤자석 폴딩은 되나요 ?

2.트렁크가 깊숙해서 차 박은 불가능의로 보이네요

3.윽 변속기 위치가 개인적의로 별루임",1,2024-04-04 04:54
HPDI11MoU1Y,@촤촤아빠,전기차는 토션빔 없겠죠?,0,2024-04-05 22:20
HPDI11MoU1Y,@noelsu9454,요즘 나오는 전기차 디자인 너무 호불호가 심하고 개인적으로 불호인데 세닉은 그래도 완전 호까진 아니더라도 무난하게 세련되고 디자인 마음에 들고 괜찮네요,0,2024-04-09 01:27
HPDI11MoU1Y,@레오h,뒷좌석 폴딩이?,0,2025-03-05 16:15
HPDI11MoU1Y,@BMW_3Doongee,와 진짜 열일하십니다!,13,2024-04-03 23:36
HPDI11MoU1Y,@동화-e6r,잘보고 갑니다,8,2024-04-03 23:43
HPDI11MoU1Y,@JaimsMoon,엠블럼이 다 했네 미쳤다. 신형 르장주 앰블럼 너무 멋지네 ㅋ,0,2024-04-06 05:36
HPDI11MoU1Y,@퀘조,가격은 아직 미정이죠?,0,2024-04-07 22:11
HPDI11MoU1Y,@jinx8675,가격?,0,2024-04-09 23:35
HPDI11MoU1Y,@vnfma7,상품성 좋고 이런 차들이 적당한 가격에만 나오면 좋을텐데 너무 출시가 더디고 한국에 많이 팔 생각이 있는지가 관건임..,0,2024-04-05 02:52
HPDI11MoU1Y,@휘닉스카론,"무슨 차하나사면서ㅠ가격이 현기보다 착해야하니마네 ㅡㅡㅋ ..
어차피 사지도않을거면서 말만 드럽게많아요",2,2024-05-13 04:54
HPDI11MoU1Y,@kcrollerskate3404,👍😊,0,2024-04-04 01:42
HPDI11MoU1Y,@sunburst-1,차 멋있네요. 가격만 합리적이면 사고 싶네요.,0,2024-04-06 14:15
HPDI11MoU1Y,@qus72-onjj7,모델3 나왔어요!!!!,1,2024-04-04 01:24
HPDI11MoU1Y,@okokgogogo,과연 가격이,0,2024-04-06 12:31
HPDI11MoU1Y,@Qag86,"현대차 이상한 디자인만 보다가 간만에 눈 정화가 되는 외장 디자인 인듯.. 르노는 국내 출시하고 또 똥볼만 안차면..
전후방 램프 디자인, 디스플레이 이미지, 휠 디자인, 글라스 루프 다 이쁘네.. 현대차 좋아하지만 디자인 이렇게 다 만족하는 차는 없는듯..",1,2024-04-04 18:28
HPDI11MoU1Y,@88grbubu,국내 출시하나여???,1,2024-04-04 02:58
a4rDqDW7WJ4,@mocar_official,"차즘을 통해 르노 세닉을 장기렌트로 구매하시면 10월 31일까지 50만 원 페이백을 해드린다고 합니다! 관심 있으신 분은 살펴보세요!
링크: https://bit.ly/46fKNDD",17,2025-06-27 02:25
a4rDqDW7WJ4,@chulddong,"앞자리 시트열선, 핸들열선이라도 쓸려면 테크노플러스 모델로 강제군요",24,2025-06-27 04:32
a4rDqDW7WJ4,@syj518,"보조금 받고 3900이면 좀 팔릴 듯
그게 아니면 모델y가  있는데
저걸 살 이유 1도 없음",115,2025-06-27 03:45
a4rDqDW7WJ4,@minark102,많은 분들이 단점을 지적하셨지만 정작 가장 큰 단점은 겨울철 주행거리입니다. 복합 312km에요. 하계철과 차이가 너무 커요. 이러면 실주행에도 영향이 있지만 보조금 삭감의 요인이 되기도 합니다. 히트펌프가 장착 안 된게 아닌가 싶네요.,30,2025-06-27 14:08
a4rDqDW7WJ4,@묘코-r8r,와 천장 글라스 루프 저런거 너무 좋다,18,2025-06-27 10:42
a4rDqDW7WJ4,@thinking6290,"차는 예쁜데
보조금 받고 4600 시작가면
아마 대부분 5천대에 사야할텐데
쉽지않을듯..",18,2025-06-27 03:23
a4rDqDW7WJ4,@shinsan6,보조금 이후에 4600이면 어려울 듯,220,2025-06-27 03:04
a4rDqDW7WJ4,@Hpa77,12:14 르노차 핸들리모콘 ㄹㅇ 5~8가지 기능이 있는데도 핸들 버튼보다 더 외우기 쉬움,5,2025-06-28 01:08
a4rDqDW7WJ4,@CAMactuator,보조금 후 4600이면 전량 수입이라 가격이 어쩔 수가 없나 보네요 아무래도,6,2025-06-27 08:01
a4rDqDW7WJ4,@mswchris,5:02 앞으로 못 들어가게 하니 트렁크로 들어가시네요,32,2025-06-27 03:12
a4rDqDW7WJ4,@balaemid,"르노4, 르노5 나와주면 정말 좋겠습니다 출시 여부 들으신게 있으실까요?",13,2025-06-27 03:23
a4rDqDW7WJ4,@윤형제-v6w,"잘봤습니다
테슬라 구매하러 가즈아~~~~~",22,2025-06-27 10:31
a4rDqDW7WJ4,@강민석-f5m,흠.. 아내 새  차로 이쿼녹스EV를 오랫동안 기다리다 최근에 르노 세닉으로 눈을 돌렸는데 가격이 아쉽네요. 환율 방어되고 나오는 쉐보레를 기다려보겠습니다~,1,2025-06-29 23:52
a4rDqDW7WJ4,@차성민-c8x,EV5랑 직접 경쟁할텐데 과연 어떻게 될지…,9,2025-06-27 03:10
a4rDqDW7WJ4,@jackylee7506,"가격나왔습니다...네이버 전기차동호회에서 퍼왔어요...
사전예약용 카달로그 파일첨부안되서 적어봅니다.
테크노 : 5159~5290
테크노플러스 : 5490~5790
아이코닉 : 5950~6250
풀옵(6250)+파노라마썬루프(200) = 6450....이정도 가격이면 테슬라 주니퍼 구매한다고들하네요....가격표에 '친환경차 세제 혜택시판매가격' 이라고 적혔는데 보조금을 빼도 풀옵이 6250이라는건지....잘모르겠네요...",11,2025-06-27 06:30
a4rDqDW7WJ4,@죄명-18,"주니퍼 보다 실구매가 700만원 정도는 싸야 팔릴듯.

정정: 리뷰 다 보고나니, 주니퍼는 둘째치고 남들 잘 안타는 특이한거 원하는 사람 아닌이상 EV3 말고 이거 살 이유 없어 보임. 그리고 팔걸이 폭을 보니(13:54) XM3/아르카나 처럼 운전석과 조수석이 동급의 다른차들 보다 엄청 가까이 붙어있네.",24,2025-06-27 03:49
a4rDqDW7WJ4,@LimpidFlame,이 더운 여름에 통풍시트가 없다니..... 거기에서 엄청난 감점!!!,12,2025-06-27 22:49
a4rDqDW7WJ4,@어스래기-p2z,"르노 차 타보면 만족도 높다, 잘 만들어",10,2025-06-27 10:42
a4rDqDW7WJ4,@사비78,오로라2는 언제나올까요,3,2025-06-27 07:34
a4rDqDW7WJ4,@ryubyoungmin7498,"보조금 적용 후 가격으로 처음부터 들이받는건 이상합니다. 보조금 정책이 바뀌면 가격이 들쭉날쭉해서 계산이 안되잖아요. 처음에는 판매가를 이야기하고, 적용받을 보조금은 각 지역별로 구분해서 실제 지역마다 얼마쯤에 구할 수 있을지를 상정해야죠",4,2025-06-27 15:35
a4rDqDW7WJ4,@jason_cha,"3:10 오.. 올웨더 타이어가 기본 장착이네요. 출고 타이어로 올웨더 타이어 끼워 주는 건, 국내 출시되는 차 중 최초인 듯?",7,2025-06-27 09:20
a4rDqDW7WJ4,@7shiningstar205,가격이 잘만 나와주면 좋을텐데 아마 그러긴 힘들겠죠??,11,2025-06-27 03:01
a4rDqDW7WJ4,@드래곤-i8f,"차 이뿌다  
인정",2,2025-06-27 17:42
a4rDqDW7WJ4,@박성욱-q5k,멋지네요 영상잘보고갑니다,1,2025-06-27 09:51
a4rDqDW7WJ4,@쿼카남,카플레이가 동영상 지원한다는건 무슨말인가요? 13:56,0,2025-06-29 01:18
a4rDqDW7WJ4,@맥아침,"크아 차 디자인 너무 이쁘네요이
많이 팔렸으면 좋겠다",11,2025-06-27 09:28
a4rDqDW7WJ4,@가을-u3m,"보조금하면 Q4도 5천 초반이면 구매 가능함. ID4,5는 4천초,중반임. 세닉은 3천 중후~4천 초 아니면 성공하기 힘들거 같음.",9,2025-06-27 04:47
a4rDqDW7WJ4,@admundsong7215,플라스틱으로가면 소음은 어떤가요?,0,2025-06-28 14:55
a4rDqDW7WJ4,@BerryPrins,일단 디자인은 맘에 드네요,4,2025-06-27 09:45
a4rDqDW7WJ4,@abbot8546,미쉐린 cc 타이어 주행질감도 좋고 실용성 높고 정말 괜챦은 타이어 입니다. 동급에서 가격이 좀 높고 지금은 모르겠는데 예전엔 많이 판매 안해서 구하기가 좀 어렵다는 단점이 약간 있었어요. E60 523i 16인치 225 55씨리즈 타이어로 겨울철에 편하게 사용해 봤습니다.,0,2025-06-29 01:33
a4rDqDW7WJ4,@킬키파파,모니터 딱 내가 원하는 스타일이네 저게 맞지 가로로 긴건 진짜..,5,2025-06-27 07:53
a4rDqDW7WJ4,@stoon-jt6ck,앞으로 모든 전기차는 테슬라보다 싸냐 안싸냐 문제인듯…;;,7,2025-06-27 07:01
a4rDqDW7WJ4,@광야-c1k,살사람은 사겠죠 중간 트림 4천 초반생각 했는대 실상 차이가 많내요 ev5  기다려봐야 하나봅니다,4,2025-06-27 10:08
a4rDqDW7WJ4,@IJO1234S,35:15 뭐야 통풍시트가 없다고???? 누가 사 그럼!!,13,2025-06-27 09:48
a4rDqDW7WJ4,@woolee1494,혹새 세닉 배터리 catl인가요?,0,2025-07-04 02:44
a4rDqDW7WJ4,@감자의하루,"현대 SUV들 보다 트렁크 램프쪽 단차 잘 맞는게 너무 마음에 드네요
퀄리티를 감당 가능한 디자인을 해야지 현대나 제네시스는 직선 라인을 강조 하면서도 조립은 개판이라 리어램프 어긋난 차들이 너무 많이 보임..",8,2025-06-27 03:28
a4rDqDW7WJ4,@박상훈-y9l,영상및 설명이 점점 더 좋아지시네요,1,2025-06-27 04:22
a4rDqDW7WJ4,@deuxskol2590,"무시동으로 에어컨 켜지는지요?  그게 제일 중요함..
해외 리뷰에서는 캠핑 모드 없다고 하던데..",1,2025-06-27 05:21
a4rDqDW7WJ4,@와오옹-x3n,"전기차는 같은 차급 내연차나 하이브리드 대비 여전히 비싸네요. 
이래선 전기차캐즘 언제 때려부술지 모르겠네요.",0,2025-06-30 07:23
a4rDqDW7WJ4,@nathankim8600,보조금 받고 4200에서 4500 정도 풀옵션구매가 사정권이면 그랑꼴레오스 처럼 좀 팔릴 수도 있지 않을까요?,7,2025-06-27 05:22
a4rDqDW7WJ4,@조정훈-a1x,"단점1: 통풍시트 부재
예전 16~21년 이 시기에 본사에서 개발한 탈리스만, 에스파스, 콜레오스, 아르카나 모두 통풍시트가 있는데 왜 오스트랄 부터는 통풍시트를 빼 놓는지 이해 안감.

단점2: 내장형 티맵 부재
휴대폰 없이 차량에 탑승해도 내비게이션을 사용 가능하게 해야함. 이 부분은 OTA로 가능할 수도 있음",0,2025-07-06 11:50
a4rDqDW7WJ4,@조재환기자,와우 독일에서 워커힐로 날아오셨군요😮,4,2025-06-27 03:02
a4rDqDW7WJ4,@윤민섭-s8b,겨울에도 통풍을 작동하는 입장에서는 아쉬운 상황이군요..,3,2025-06-27 11:35
a4rDqDW7WJ4,@없음-u9u,휘발유차 안나오나요,1,2025-06-27 12:43
a4rDqDW7WJ4,@연냥-i1r,모카만 당연한 영상 그래도 전 김한용 유튜버님 좋아서 잘보고있습니다 당연한거겠지만 ~,3,2025-06-27 06:37
a4rDqDW7WJ4,@dgobak8988,덥긴 더우셨나보다 ㅎㅎㅎㅎ,1,2025-06-27 04:48
a4rDqDW7WJ4,@빽블랙,Qm6는 있어요 저도 처음 타는데,0,2025-06-30 19:08
a4rDqDW7WJ4,@상어-r3d,"24:30 자동차 리뷰어가 이렇게 운전하시면 어케요.... 안전운전 하셔야지 
실험은 본인들 회사차나 그런걸로 하셔야지 위험하잖아요",0,2025-06-30 17:45
a4rDqDW7WJ4,@blueman4046,채널 운영이야 주인장 맘대로 할수 있지만 지금처럼 업체 후원 초청 받아 그냥 일방적 홍보해주는것 보면 얻을것도 없어 그냥 깔끔한 자동차 회사 광고 보는게 더 나을듯...몇년뒤에도 이 채널 보는 사람이 지금처럼 많을진 의문...,16,2025-06-27 22:59
a4rDqDW7WJ4,@RoseWoo,"일단 승타감이 얘가 압도적으로 좋아서 브랜드 충성도가 높은 테슬라랑 고민 좀 되겠지만 결국 얘가 생각보다 더 빨리 자리 잡을 거임, 차는 타면 탈수록 기능보다 안락한 승차감이 우선이라",0,2025-06-27 20:01
a4rDqDW7WJ4,@alseesskidder6485,크…. 멋지네요,4,2025-06-27 03:01
a4rDqDW7WJ4,@MC브래드,통풍 아쉽네요~ 실 가격이 관건 이네요~^^ 잘 봤습니다,0,2025-06-29 04:37
a4rDqDW7WJ4,@value-seekerhan7123,너무 좋다. 현기가 정신 차리겠구나!,11,2025-06-27 03:08
a4rDqDW7WJ4,@tomal-hn,"보조금 후 4600이면 묻지도 따지지도 않고 테슬라를 구매할 듯하네요.
거의 모든 면에서 테슬라가 우위인데 가격이 성공을 좌우할 듯하네요.",6,2025-06-27 03:46
a4rDqDW7WJ4,@OJIN-C,통풍시트 한번써본 사람은 그맛을 못잊어,0,2025-06-28 00:15
a4rDqDW7WJ4,@레녕-love,"핸들리모컨에 별도로 있는게 더 좋고 핸들에 붙은 리모컨이 더 안좋다는건 좀 이해가 안되네요
한용님 리뷰 좋아하지만 그때그때마다 기준이 틀려지고 안좋은걸 좋다 하는건 참 아쉽습니다.
막말로 저는 버튼식 기어 차량을 타는데 그것도 익숙해지면 안보고 누릅니다.
핸들에 붙은 리모콘도 누가 보면서 눌러요 익숙하면 바로 누르고 훨씬 더 편하죠",0,2025-06-28 03:37
a4rDqDW7WJ4,@술퍼마켓,세닉 가솔린  출시하면잘팔린듯합니다,0,2025-06-27 23:32
a4rDqDW7WJ4,@연냥-i1r,와 이영상은 당연한게 두번밖에 안나왔오 ..,0,2025-06-27 07:27
a4rDqDW7WJ4,@CAFELARUCHE-x9m,현기치와는 차원이 다르네요,0,2025-07-02 09:16
a4rDqDW7WJ4,@kki-yooooo-ot,솔직히 충전속도는 볼트ev도  30분 물려놓으면 어느정도 탈만한만큼의 거리는 충전됌 150정도만 속도 나와도 좋다고봄 캐스퍼도 충전속도 느려도 애초에 배터리양이 적어서 그려려니하고  적당한거같네요,0,2025-06-27 07:17
a4rDqDW7WJ4,@바램바람-l5m,"르노 겁나 고장나도 못고쳐..
2년째.. 아무것도 안고쳐져...
문도 심심하면 잘 안잠겨..
예약충전 안되...
수리도 안되..
물어보면 아는게 없어...
확실히 고생하시려면 구매 하시길.. 조에 차주입니다",0,2025-07-01 00:46
a4rDqDW7WJ4,@매촴촥,"전기차는 아직 한참멀었음
가장중요한게 가격과 기술력인데 많이 부족하단생각듬
환경때매 사게하려면 강제성을둬야됨",0,2025-06-28 00:08
a4rDqDW7WJ4,@BradLee-g4f,1000대만 판다면 당연히 향후 부품조달이나 유지보수 비용이 높을수밖에 없는데 오로라2 나오기전까지 뭐라도 하는 정도로 만족해야지,0,2025-06-28 14:04
a4rDqDW7WJ4,@그럴리가,비싸긴하지만 동급대비 실내가 상당히 고급지네..,0,2025-06-28 04:03
a4rDqDW7WJ4,@user-dl3ij6wy2e,"우와 가격 너무 좋네요~
전 주니퍼 사러 갑니다 ㅎㅎ",1,2025-06-27 11:18
a4rDqDW7WJ4,@땃쥐-v7s,외관이 셀토스 느낌나서 이쁘네,0,2025-06-28 06:06
a4rDqDW7WJ4,@sanghu2391,안전 별다섯개만으로 충분하다,1,2025-06-27 09:59
a4rDqDW7WJ4,@GAMEGAME-s4n,테슬라 모델 y살께요,5,2025-06-27 06:32
a4rDqDW7WJ4,@DESIGN_J,차의 기본기 주행안정성과 높은 차량안전등급으로 2024년 올해의 유럽차를 수상한 차량입니다. 품질로서는 보증되어있다는 뜻.,1,2025-06-27 09:01
a4rDqDW7WJ4,@uservvsje192,차 이쁘다 무슨 컨셉카 같이 생겻네,0,2025-06-29 12:25
